pair_id,method,score,binary_label,gold_relation,hard_negative_type
hardneg_003776,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003777,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003778,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003779,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003780,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003781,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003782,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003783,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003784,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003785,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003786,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003787,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003788,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003789,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003790,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003791,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003792,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003793,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003794,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003795,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003796,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003797,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003798,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003799,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003800,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003801,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003802,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003803,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003804,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003805,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003806,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003807,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003808,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003809,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003810,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003811,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003812,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003813,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003814,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003815,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003816,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003817,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003818,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003819,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003820,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003821,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003822,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003823,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003824,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003825,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003826,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003827,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003828,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003829,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003830,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003831,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003832,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003833,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003834,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003835,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003836,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003837,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003838,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003839,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003840,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003841,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003842,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003843,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003844,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003845,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003846,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003847,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003848,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003849,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003850,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003851,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003852,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003853,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003854,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003855,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003856,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003857,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003858,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003859,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003860,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003861,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003862,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003863,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003864,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003865,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003866,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003867,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003868,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003869,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003870,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003871,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003872,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003873,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003874,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003875,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003876,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003877,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003878,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003879,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003880,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003881,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003882,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003883,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003884,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003885,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003886,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003887,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003888,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003889,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003890,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003891,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003892,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003893,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003894,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003895,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003896,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003897,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003898,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003899,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003900,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003901,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003902,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003903,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003904,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003905,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003906,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003907,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003908,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003909,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003910,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003911,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003912,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003913,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003914,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003915,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003916,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003917,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003918,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003919,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003920,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003921,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003922,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003923,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003924,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003925,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003926,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003927,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003928,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003929,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003930,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003931,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003932,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003933,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003934,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003935,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003936,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003937,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003938,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003939,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003940,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003941,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003942,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003943,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
hardneg_003944,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003945,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003946,raw_smiles_identity,0.0,0,none,ecfp_tanimoto_ge_0_90
hardneg_003947,raw_smiles_identity,0.0,0,none,activity_cliff_same_task_opposite_label
controlled_parent_000000,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000001,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000002,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000003,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000004,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000005,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000006,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000007,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000008,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000009,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000010,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000011,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000012,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000013,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000014,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000015,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000016,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000017,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000018,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000019,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000020,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000021,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000022,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000023,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000024,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000025,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000026,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000027,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000028,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000029,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000030,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000031,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000032,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000033,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000034,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000035,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000036,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000037,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000038,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000039,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000040,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000041,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000042,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000043,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000044,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000045,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000046,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000047,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000048,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000049,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000050,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000051,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000052,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000053,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000054,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000055,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000056,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000057,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000058,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000059,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000060,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000061,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000062,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000063,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000064,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000065,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000066,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000067,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000068,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000069,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000070,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000071,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000072,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000073,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000074,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000075,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000076,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000077,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000078,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000079,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000080,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000081,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000082,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000083,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000084,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000085,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000086,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000087,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000088,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000089,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000090,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000091,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000092,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000093,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000094,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000095,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000096,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000097,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000098,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000099,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000100,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000101,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000102,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000103,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000104,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000105,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000106,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000107,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000108,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000109,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000110,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000111,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000112,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000113,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000114,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000115,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000116,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000117,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000118,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000119,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000120,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000121,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000122,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000123,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000124,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000125,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000126,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000127,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000128,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000129,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000130,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000131,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000132,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000133,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000134,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000135,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000136,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000137,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000138,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000139,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000140,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000141,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000142,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000143,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000144,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000145,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000146,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000147,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000148,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000149,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_parent_000150,canonical_smiles_identity,0.0,1,parent,positive_controlled_relation
controlled_stereo_000151,canonical_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000152,canonical_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000153,canonical_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000154,canonical_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000155,canonical_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000156,canonical_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000157,canonical_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000158,canonical_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000159,canonical_smiles_identity,0.0,1,stereo,positive_controlled_relation
controlled_stereo_000160,canonical_smiles_identity,0.0,1,stereo,positive_controlled_relation
