pair_id,query_id,target_id,query_smiles,target_smiles,query_inchi_formula,target_inchi_formula,query_heavy_atoms_from_formula,target_heavy_atoms_from_formula,selection_source,pred_exact,pred_parent,pred_stereo,pred_tautomer,pred_family
chembl_obvious_negative_0066,2797584,1163500,N#Cc1ccc(Cn2nnc(-c3ccc(S(=O)(=O)NCCO)cc3)n2)nc1,CC(C)C[C@H](NC(=O)[C@@H]1CCCN1)C(=O)NCC(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,C16H15N7O3S,C118H179N33O33,27,184,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0067,2697884,23928,Cc1cc2c(cc1S(=O)(=O)N1CCC(C(=O)N(Cc3ccco3)C[C@H]3CCCO3)CC1)OCC(=O)N2,CN(C)CCN1C(=O)c2cccc3c(Cl)ccc(c23)C1=O,C25H31N3O7S,C16H15ClN2O2,36,21,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0068,547354,2665979,Cl.c1ccc2c(NCCCCCCCCCCCCNc3ccncc3)c3c(nc2c1)CCCC3,CC[C@@H](c1nc(Cc2cccc(Cl)c2)nn1CCO)n1cccn1,C30H42N4.ClH,C17H20ClN5O,35,24,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0069,304087,254235,COc1cccc(-n2c(SCC(=O)NN)nc3scc(-c4ccccc4)c3c2=O)c1,C[C@@H](O)[C@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H]([C@@H](C)c2ccc3ccccc3c2)NC(=O)[C@H](Cc2ccc(N)cc2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](N)CSSC[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC1=O,C21H18N4O3S2,C57H70N10O10S2,30,79,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0070,348952,496506,CC(C)(C)C[C@H]1N[C@@H](C(=O)NCCN2CCCCC2)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(Cl)ccc12,CN1N=Nc2c(C(F)(F)F)nn(-c3ccccc3)c2N(C)C1=O,C30H37Cl2FN4O2,C13H11F3N6O,39,23,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0071,2883326,3149525,CN(C)S(=O)(=O)c1ccc2c(c1)CCN2S(=O)(=O)c1ccccc1Cl,COC1(C(=O)N[C@@H](C)c2ccc(-n3cccn3)nc2)CCN(c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,C16H17ClN2O4S2,C26H32N10O2,25,38,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0072,2645041,2165486,Cc1nnc(-c2coc(S(=O)(=O)N3CCCc4ccccc43)c2)o1,Cc1c(Cl)cccc1NC(=O)c1cc(NC(=O)c2ccccc2C(F)(F)F)cc2[nH]c(C(C)(C)C)nc12,C16H15N3O4S,C27H24ClF3N4O2,24,37,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0073,2947132,1681941,CNc1nc(C#Cc2ccccc2)nc2c1ncn2COC(C)=O,CCOc1ccc(N(C(C)C(=O)N/N=C(\C)c2cccc(NC(=O)c3ccccc3)c2)S(C)(=O)=O)cc1,C17H15N5O2,C27H30N4O5S,24,37,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0074,3273152,2934173,O=C(NCc1ncn2ccc(I)cc12)c1cnn(Cc2cn3cc(C4CC4)ccc3n2)c1,Cc1c(C(=O)Nc2cc3c(cn2)OCC3)cc(C2CC2)n1C,C23H20IN7O,C17H19N3O2,32,22,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0075,2600176,260218,CN1CCN(C(=O)CCc2cc3n(n2)CCN(Cc2ccncc2)C3)CC1,CC(C)c1nc(CN(C(=O)NCCC(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C2CC2)cs1,C20H28N6O,C37H46N6O5S2,27,50,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0076,1698888,353935,COc1cccc(/C=N/NC(=O)c2ccc3[nH]cnc3c2)c1,CC#CCOc1ccc(S(=O)(=O)CC2(C(=O)NO)CCN(C(=O)C(C)(CO)CO)CC2)cc1,C16H14N4O2,C22H30N2O8S,22,33,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0077,3181427,2527395,Cc1c(F)cccc1-c1ccc2nc(NC(=O)[C@@H]3C[C@@H]3F)c(Cl)n2c1,COc1cc2ncnc(NCc3cccc(NC(=O)Nc4cccc5ccccc45)c3)c2cc1OC,C18H14ClF2N3O,C28H25N5O3,25,36,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0078,1082742,2685920,Nc1ccc(C(=O)Nc2ccc3cc(S(=O)(=O)O)ccc3c2)cc1,CN1CCCN(c2ccc(NC(=O)c3nn(-c4ccccc4)c(=O)c4ccccc34)cc2F)CC1,C17H14N2O4S,C27H26FN5O2,24,35,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0079,1237278,849444,O=C(NCC(c1ccco1)N1CCN(c2ccccc2F)CC1)C(=O)NC1CCCC1,Cc1oncc1C(=O)Nc1ccc2ccccc2c1,C23H29FN4O3,C15H12N2O2,31,19,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0080,1901281,2495492,CCC(CO)N(Cc1ccccn1)C(=O)c1ccc(F)c(F)c1,COc1ccccc1-c1c[nH]c2nc(NC3CCN(C(=O)Cc4ccc(F)cc4F)CC3)ncc12,C17H18F2N2O2,C26H25F2N5O2,23,35,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0081,650045,2873356,CSc1nc(SCc2ccccc2)c(C(=O)O)c(SCc2ccccc2)n1,COc1ccc(OC)c(COc2cc(NC(=O)OCCOC(=O)Nc3ccc(NS(C)(=O)=O)c(OCc4cc(OC)ccc4OC)c3)ccc2NS(C)(=O)=O)c1,C20H18N2O2S3,C36H42N4O14S2,27,56,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0082,155532,3215325,CCN1CC(=O)N(CC)c2ncn(Cc3ccccc3)c2C1=O,Cc1c(OCCCN2CCC2(C)C)cccc1-c1cccc(-c2ccc3c(c2)CNCC3)c1C,C17H20N4O2,C31H38N2O,23,34,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0083,897300,3149523,Cc1cc(Nc2cccc(C)c2C)n2cnnc2n1,CCn1ncc(-c2nc3c(O[C@H]4CCN(C(=O)c5ccno5)C4)ncnc3n2C)c1C,C14H15N5,C20H22N8O3,19,31,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0084,2955109,2765679,O=[N+]([O-])c1cnc(Nc2ncnc3ccc(Cl)cc23)nc1,COC(=O)C1=C(C)N(c2cccc(OC)c2)C(=O)/C1=C\c1ccc(-c2nnn[nH]2)cc1,C12H7ClN6O2,C22H19N5O4,21,31,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0085,837480,1844452,Cc1ccc2cc(NC(=O)Cc3ccccc3)ccc2n1,O=[N+]([O-])c1ccc(C2=NNC(c3ccc(OCc4csc(-c5ccccc5)n4)cc3)C2)cc1,C18H16N2O,C25H20N4O3S,21,33,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0086,972075,2960094,COc1ccc(NS(=O)(=O)c2cc(C(=O)O)ccc2C)cc1,COC/C=C/C(=O)N1CCCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ncccn3)cc2)c2c(N)nccn12,C15H15NO5S,C27H28N8O3,22,38,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0087,1103681,2219324,Cc1ccc(N(Cc2cc(O)nc3ccccc23)C(=O)C(C)C)cc1,CCCCCCCCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCCCNC(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,C21H22N2O2,C85H113Cl2N11O30,25,128,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0088,2412742,1528402,COc1cccc(-n2cc(COc3ccc(OCC(=O)O)c(F)c3)nn2)c1,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)N2CC(C)(C)C[C@@H]2c2ccc3c(c2)OCO3)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@@]21C,C18H16FN3O5,C45H69N3O13,27,61,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0089,2461593,1564293,Fc1ccc(-c2ccc3ncc(-c4cccnc4)n3n2)cc1,CCCC[C@]1(CC)CS(=O)(=O)c2cc(OCP(=O)(O)O)c(OC)cc2[C@@H](c2ccccc2)N1,C17H11FN4,C23H32NO7PS,22,33,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0090,2654014,2346940,CN1CCN(C[C@H]2COc3ccccc3O2)CC1,Cc1ccccc1CN1CCc2c(sc(NC(=O)c3ccccc3Cl)c2C(N)=O)C1,C14H20N2O2,C23H22ClN3O2S,18,30,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0091,2752717,2047840,CCCN(CCC)CC(=O)Nc1ccc(C2=NNC(=O)CC2)cc1,CC(CC1(O)CCN(C(=O)c2ccc(NS(=O)(=O)c3cccc4sc(N)nc34)cc2)CC1)C(F)(F)F,C18H26N4O2,C23H25F3N4O4S2,24,36,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0092,139581,2835469,Cc1ccccc1/C=C/C(=O)Nc1ccc(CCCC(=O)O)cc1,COc1cc(C2CCN(CC3CN(c4ccc5c(c4)C(=O)N(C4CCC(=O)NC4=O)C5=O)C3)CC2)c(C)cc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,C20H21NO3,C43H47ClN8O7S,24,60,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0093,1741759,998,O=C1c2ccccc2C(=O)c2c(NCCCCCO)ccc(NCCCCCO)c21,Clc1cc2ncc(N3CCNCC3)nc2cc1Cl,C24H30N2O4,C12H12Cl2N4,30,18,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0094,283149,744759,CCOC(=O)c1ccccc1NC(=O)Nc1ccncc1,CCN(CC(=O)Nc1ccccc1C(F)(F)F)C(=O)c1ccc(=O)n(Cc2ccccc2)n1,C15H15N3O3,C23H21F3N4O3,21,33,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0095,847450,407773,CC(C)c1ccccc1N=C(S)NCc1nc2ccccc2[nH]1,COc1cc2c(cc1OC)CN(Cc1ccc(OC)c3oc(-c4ccccc4C(F)(F)F)cc13)CC2,C18H20N4S,C28H26F3NO4,23,36,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0096,1318035,1287129,C=CCn1c(=O)c(C(=O)Nc2ncccc2C)c(O)c2ccccc21,Cc1csc2nc(N)nn12,C19H17N3O3,C5H6N4S,25,10,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0097,2664983,112661,CN1CCN(c2ccccc2NC(=O)N[C@@H]2CCCC[C@H]2NC(=O)OC(C)(C)C)CC1,COc1ccccc1Cc1nc2c(C)ccc(O)c2[nH]1,C23H37N5O3,C16H16N2O2,31,20,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0098,1332989,2618124,COc1ccc(-c2nc3c(NCCCNC(=O)C4CC(O)C4)c(Br)cnc3[nH]2)cc1,Cc1nsc(N2CCNCC2)c1C#N,C21H24BrN5O3,C9H12N4S,30,14,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0099,2766675,1149543,O=[N+]([O-])c1ccc(-c2nnc3c4cc(Cl)ccc4nc(N4CCOCC4)n23)s1,N[C@H]1CCCCCCC[C@@H](C(=O)NCc2ccccc2CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,C17H13ClN6O3S,C29H38N4O6,28,39,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0100,3045835,1301087,Cc1ncnc2c1ccn2[C@@H]1O[C@H]([C@H](O)C2CC2)[C@@H](O)[C@H]1O,Cc1ccc(C(C(=O)NC2CCCCC2)N(Cc2cccnc2)C(=O)c2csnn2)cc1,C15H19N3O4,C24H27N5O2S,22,32,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0101,825518,3105656,CCOC(=O)c1ccccc1NC(=O)CN1C(=O)c2ccccc2S1(=O)=O,Cc1ccc(-c2c([C@H](OC(C)(C)C)C(=O)O)c(C)c3c4c2cc(C)n4CCN3c2nc3c(s2)CCN(C)C3)cc1,C18H16N2O6S,C32H38N4O3S,27,40,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0102,664999,627115,O=C(c1ccncc1)c1ccc(S(=O)(=O)CC(CCCc2ccccc2)C(=O)NO)cc1,CCCCCC/C=C/[C@H]1CC2=C(O1)[C@H](O)CCC2=O,C24H24N2O5S,C16H24O3,32,19,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0103,2320019,1316041,O=C(c1ccccc1Cl)c1sc2ccccc2c1-c1ccc2c(c1)OCO2,OCC(O)COc1ccc(Br)cc1,C22H13ClO3S,C9H11BrO3,27,13,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0104,2451625,2234278,COc1ccc(C2=NNC(=NCc3ccc4c(c3)OCO4)SC2)cc1F,CC[C@]1(NC(=O)c2ccc(C(C)(C)C)cc2)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,C18H16FN3O3S,C57H71N5O9,26,71,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0105,1996992,2391804,CC(C)(C)C(=O)NCc1ccc(C(=O)Nc2cc(-c3ccccc3)ccc2N)cc1,Cc1cccc(Nc2nc(-c3sc(N)nc3C)cs2)c1,C25H27N3O2,C14H14N4S2,30,20,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0106,866393,1626108,COc1ccccc1-n1c(Cc2ccccc2)nc2ccccc2c1=O,CC(C)CN(C(=O)Nc1ccc(CCC(=O)O)cc1Cc1ccccc1)C(=O)c1ccc(OCC(=O)O)c(Cc2ccccc2)c1,C22H18N2O2,C37H38N2O7,26,46,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0107,1939167,1472569,CN(C)CCn1c2c(ccc1=O)CCN(Cc1cnn(C)c1)CC2,CN(C)c1ccc(/C=N/c2ccc(/N=C3\C(=O)N(Cc4ccccc4)c4ccccc43)cc2)cc1,C18H27N5O,C30H26N4O,24,35,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0108,2904263,3207349,Cc1ccc(N2CCC(NC(=O)C(=O)Nc3ccc4c(c3)OCO4)C2=O)c(Cl)c1,CN(C)C/C=C/C(=O)N1CCC[C@@H](N(C)c2cnc(C(N)=O)c(Nc3ccc(Oc4ccccc4)cc3)n2)C1,C20H18ClN3O5,C29H35N7O3,29,39,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0109,847452,2093702,N#CCCN1CCN(C(=S)c2ccc(-c3cc(Cl)ccc3Cl)o2)CC1,O=c1c(-c2ccc3c(c2)OCO3)coc2c1c(O)cc1occ(-c3ccc4c(c3)OCO4)c(=O)c12,C18H17Cl2N3OS,C26H14O9,25,35,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0110,2448634,2372862,Cc1nc2sccn2c1C(=O)NCc1ccccc1Oc1ccccc1,CCc1cc(NC(=O)Nc2ccc(-c3cnc(Nc4cc(N5CCN(CC)CC5)ncn4)s3)cn2)no1,C20H17N3O2S,C24H28N10O2S,26,37,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0111,2224308,1862397,CC(=O)c1cccc(Nc2nc(-c3sc(NC(=O)NCc4ccc(Cl)cc4)nc3C)cs2)c1,Cc1nc(N2CCN(C(=O)C3CC3)CC2)c2c(n1)c(C)nn2C,C23H20ClN5O2S2,C16H22N6O,33,23,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0112,2357905,412759,Cc1cc(N)nc(CCc2cc(CC[C@@H]3CCCN3C)cc(F)c2F)c1,O=C(O)c1[nH]nc2c1CS(=O)(=O)C2,C21H27F2N3,C6H6N2O4S,26,13,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0113,1903275,1979045,Cn1ccc(C(=O)N2CCCC(Cc3cccc4ncccc34)C2)n1,COc1ccc(CN2CC[C@@H](C(=O)N(Cc3cc(Cl)c4c(c3)OCCCO4)CC(C)C)C2)cc1N,C20H22N4O,C27H36ClN3O4,25,35,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0114,2707854,723822,O=S(=O)(c1cccc(Nc2nnc(-c3ccc(F)c(F)c3)c3ccccc23)c1)N1CCCC1,COc1cc(C(=O)Nc2nnc(SC)s2)c([N+](=O)[O-])cc1OC,C24H20F2N4O2S,C12H12N4O5S2,33,23,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0115,1236281,77767,COc1cccc(NC(=O)CN(C)CC(=O)NCc2ccc3c(c2)OCO3)c1,COCCOCCN(CCCCCSc1nc(-c2ccc(OC)cc2)c(-c2ccc(OC)cc2)[nH]1)c1nc2ccccc2o1,C20H23N3O5,C34H40N4O5S,28,44,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0116,2351923,715847,O=C1NC2(CCCCC2)n2c1c(Cl)cc(Nc1ccnnc1)c2=O,CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NCC#N,C16H16ClN5O2,C23H25F4N3O3S,24,34,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0117,187437,981050,COc1ccccc1N1CCN(CC(O)c2ccc(O)c(C(N)=O)c2)CC1,Cc1cc(C(=O)NNc2ccccc2F)no1,C20H25N3O4,C11H10FN3O2,27,17,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0118,966095,1321025,COC(=O)c1cc(NC2c3ncccc3C(=O)N2Cc2ccccc2)cc(C(=O)OC)c1,CSc1ccc(/C=N/NC(=O)c2ccc3[nH]cnc3c2)cc1,C24H21N3O5,C16H14N4OS,32,22,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0119,1499488,56831,O=C1NC2(CCC(NS(=O)(=O)c3cccc(Br)c3)CC2)C(=O)N1CCOc1ccc(F)cc1,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,C22H23BrFN3O5S,C21H25N,33,22,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0120,933192,407775,COc1ccc(/C=C/C(=O)N2CCCc3ccccc32)cc1,COc1cc2c(cc1OC)CN(Cc1ccc(OC)c3oc(-c4cccc(C#N)c4)cc13)CC2,C19H19NO2,C28H26N2O4,22,34,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0121,3009945,1034887,CN(C)c1cc(-n2cc(CSc3cc(N)nc4[nH]nnc34)c(C(F)(F)F)n2)ccn1,COn1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cc21,C17H16F3N9S,C14H10Cl2N2O,30,19,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0122,1886324,920233,Cc1ccc(N2CCc3ncnc(C4CC4)c3CC2)nn1,CN(C(=O)CC(NC(=O)c1ccccc1)(c1ccccc1)c1ccccc1)c1ccccc1,C16H19N5,C29H26N2O2,21,33,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0123,28913,3210342,CN1CCC[C@@]12CCCC[C@@H]2NC(=O)Cc1ccc(Cl)c(Cl)c1,CC1(C)OCCN(c2cccc(-c3cc(-c4cc5ccccc5[nH]4)c4c(N)ncnn34)c2)C1=O,C18H24Cl2N2O,C26H24N6O2,23,34,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0124,1931191,2946136,COc1ccc(CN(Cc2cncn2C)CC2CCCO2)cc1OC,COc1cc(-c2c(-c3ccc(Cl)cc3)c(C)nc3cc(-c4ccccc4)nn23)cc(OC)c1OC,C19H27N3O3,C28H24ClN3O3,25,35,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0125,2562290,551341,O=C(NC1CCNCC1)c1cc2c(O)c3c(c(O)c2s1)C(=O)c1ccccc1C3=O,CC1CCN(CCCOc2ccc(Cl)cc2)CC1.Cl,C22H18N2O5S,C15H22ClNO.ClH,30,19,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0126,2841451,480556,CCOC(=O)C1=C(C)Nc2nc3cc(Br)ccc3n2C1c1cccs1,c1ccc(C2CCc3nc[nH]c3C2)cc1,C18H16BrN3O2S,C13H14N2,25,15,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0127,741768,162511,COc1cccc(Nc2ncc3nc(-c4ccccc4)c(=O)n(C[C@H]4CCCO4)c3n2)c1,CCN(CC)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](N)[C@H]1NC(C)=O,C24H23N5O3,C13H21N3O5,32,21,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0128,2122613,2121616,CCc1ccc(/N=C2\S/C(=C\c3ccnc(Nc4ccccn4)c3)C(=O)N2C)cc1,Oc1c(Br)cccc1CNc1nc2ccc(Br)cc2s1,C23H21N5OS,C14H10Br2N2OS,30,20,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0129,2870363,1051837,CCCCN1C(=O)/C(=N\Nc2nccs2)c2cc(Br)cc(Br)c21,Cc1nn(-c2ccccc2)c(OC(=O)COc2ccc(F)cc2)c1Sc1ccccc1[N+](=O)[O-],C15H14Br2N4OS,C24H18FN3O5S,23,34,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0130,2280141,3090701,C/C(=N\NC(=O)C1=C(O)c2ccccc2S(=O)(=O)N1C)c1ccccc1,C[C@@H]1OCC2(CCN(c3cnc4c(N5CCCc6nc(C7CCOCC7)ccc65)n[nH]c4n3)CC2)[C@@H]1N,C18H17N3O4S,C27H36N8O2,26,37,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0131,390824,3042846,O=C(/C=C/c1ccc2[nH]c(C(=O)c3ccccc3)cc2c1)NO,NS(=O)(=O)OC[C@H]1C[C@@H](Nc2ccnc3cc(-c4cnc(-c5ccccc5)o4)nn23)[C@H](O)[C@@H]1O,C18H14N2O3,C21H22N6O6S,23,34,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0132,2661992,158523,CC(C)O[C@@]1(Cn2nnnc2C=Cc2ccccc2)CCOC1,C[C@H](C[Si](O)(O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)[O-].[Na+],C17H22N4O2,C24H30N2O6Si.Na,23,34,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0133,164507,2841452,O=C([O-])C[C@H](O)CC(O)COc1cc(OCc2ccc(F)cc2)c(Cl)cc1Cl.[Na+],O=C(OCc1ccc(C(F)(F)F)cc1)c1ccc(-c2cc3ncc(C(=O)c4c(O)ccc([N+](=O)[O-])c4O)cn3n2)cc1,C19H19Cl2FO6.Na,C28H17F3N4O7,29,42,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
chembl_obvious_negative_0134,1908259,2923204,Cc1cc(C)c(CNC(=O)N2CCCC2c2ccccn2)c(=O)[nH]1,CC1(C)[C@@H]2[C@@H](C(=O)N[C@H](C=O)C[C@@H]3CCNC3=O)N(C(=O)OC(c3ccccc3)c3ccccc3)C[C@@H]21,C18H22N4O2,C29H33N3O5,24,37,ChEMBL36 Standard InChI formula/connectivity and registry IDs,False,False,False,False,False
